request	Election_Jurisdiction:token	Election_Jurisdiction:id	Election_Jurisdiction	Election_Year:token	Election_Year:id	Election_Year	Election_Type:token	Election_Type:id	Election_Type	Office_Sought:token	Office_Sought:id	Office_Sought	#_of_Records	Total_$
s=NC&c-exi=1&c-r-ot=S&c-r-id=70709	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4864	"SENATE DISTRICT 034"	76	65600.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=61075	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4843	"SENATE DISTRICT 013"	295	64941.37
s=NC&c-exi=1&c-r-ot=S&c-r-id=49660	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4859	"SENATE DISTRICT 029"	158	64820.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=12766	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	194	64418.10
s=NC&c-exi=1&c-r-ot=S&c-r-id=6941	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4848	"SENATE DISTRICT 018"	129	64283.88
s=NC&c-exi=1&c-r-ot=S&c-r-id=47633	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	119	64235.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=61067	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4835	"SENATE DISTRICT 005"	109	62724.36
s=NC&c-exi=1&c-r-ot=S&c-r-id=70722	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4853	"SENATE DISTRICT 023"	458	62647.63
s=NC&c-exi=1&c-r-ot=S&c-r-id=1041	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4864	"SENATE DISTRICT 034"	211	62362.85
s=NC&c-exi=1&c-r-ot=S&c-r-id=61102	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	268	62020.77
s=NC&c-exi=1&c-r-ot=S&c-r-id=70797	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	82	62004.50
s=NC&c-exi=1&c-r-ot=S&c-r-id=51211	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4865	"SENATE DISTRICT 035"	141	61073.78
s=NC&c-exi=1&c-r-ot=S&c-r-id=17993	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4866	"SENATE DISTRICT 036"	118	59385.13
s=NC&c-exi=1&c-r-ot=S&c-r-id=31335	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	214	58305.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=14848	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4858	"SENATE DISTRICT 028"	509	58218.91
s=NC&c-exi=1&c-r-ot=S&c-r-id=31322	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4853	"SENATE DISTRICT 023"	565	58033.39
s=NC&c-exi=1&c-r-ot=S&c-r-id=9796	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4858	"SENATE DISTRICT 028"	302	57633.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70813	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4862	"SENATE DISTRICT 032"	326	57315.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=38868	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	112	56952.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=23592	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4852	"SENATE DISTRICT 022"	165	56639.70
s=NC&c-exi=1&c-r-ot=S&c-r-id=33121	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	90	56575.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=51199	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4836	"SENATE DISTRICT 006"	93	56545.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=1109	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4844	"SENATE DISTRICT 014"	210	55521.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=7777	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4864	"SENATE DISTRICT 034"	138	55330.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=27011	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4836	"SENATE DISTRICT 006"	141	55071.25
s=NC&c-exi=1&c-r-ot=S&c-r-id=49620	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4846	"SENATE DISTRICT 016"	232	54797.82
s=NC&c-exi=1&c-r-ot=S&c-r-id=7810	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	169	54411.36
s=NC&c-exi=1&c-r-ot=S&c-r-id=70841	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4832	"SENATE DISTRICT 002"	194	54376.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=23635	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	167	54256.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=55621	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4837	"SENATE DISTRICT 007"	81	54250.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=36321	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4847	"SENATE DISTRICT 017"	217	54229.18
s=NC&c-exi=1&c-r-ot=S&c-r-id=31359	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	147	53883.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=37966	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	113	53574.35
s=NC&c-exi=1&c-r-ot=S&c-r-id=70755	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4852	"SENATE DISTRICT 022"	163	52734.47
s=NC&c-exi=1&c-r-ot=S&c-r-id=12781	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4864	"SENATE DISTRICT 034"	104	52459.59
s=NC&c-exi=1&c-r-ot=S&c-r-id=28300	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4875	"SENATE DISTRICT 045"	148	52426.68
s=NC&c-exi=1&c-r-ot=S&c-r-id=1049	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	110	50828.99
s=NC&c-exi=1&c-r-ot=S&c-r-id=27015	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4843	"SENATE DISTRICT 013"	147	50403.25
s=NC&c-exi=1&c-r-ot=S&c-r-id=61084	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4852	"SENATE DISTRICT 022"	268	49346.89
s=NC&c-exi=1&c-r-ot=S&c-r-id=9775	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4851	"SENATE DISTRICT 021"	160	49058.82
s=NC&c-exi=1&c-r-ot=S&c-r-id=6953	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	136	48912.15
s=NC&c-exi=1&c-r-ot=S&c-r-id=7818	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4851	"SENATE DISTRICT 021"	76	47333.59
s=NC&c-exi=1&c-r-ot=S&c-r-id=38857	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	88	46296.55
s=NC&c-exi=1&c-r-ot=S&c-r-id=31360	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4852	"SENATE DISTRICT 022"	303	46112.25
s=NC&c-exi=1&c-r-ot=S&c-r-id=4895	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4852	"SENATE DISTRICT 022"	95	45040.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=23596	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4848	"SENATE DISTRICT 018"	111	44457.93
s=NC&c-exi=1&c-r-ot=S&c-r-id=23673	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4861	"SENATE DISTRICT 031"	260	43674.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=1040	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	319	43420.23
s=NC&c-exi=1&c-r-ot=S&c-r-id=70662	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4845	"SENATE DISTRICT 015"	142	43248.33
s=NC&c-exi=1&c-r-ot=S&c-r-id=1094	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	85	42520.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45548	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4832	"SENATE DISTRICT 002"	81	41750.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45558	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4857	"SENATE DISTRICT 027"	136	41599.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70802	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	106	41457.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=42317	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4867	"SENATE DISTRICT 037"	70	41407.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=55185	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4865	"SENATE DISTRICT 035"	150	41175.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=38866	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4853	"SENATE DISTRICT 023"	400	40991.25
s=NC&c-exi=1&c-r-ot=S&c-r-id=49624	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	86	40523.24
s=NC&c-exi=1&c-r-ot=S&c-r-id=4917	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4866	"SENATE DISTRICT 036"	62	40522.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=4892	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	92	40507.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=29679	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4853	"SENATE DISTRICT 023"	592	40487.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=4941	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4836	"SENATE DISTRICT 006"	98	40410.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=33135	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	73	40175.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=48563	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	144	39235.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=10709	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	95	39230.95
s=NC&c-exi=1&c-r-ot=S&c-r-id=47631	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4865	"SENATE DISTRICT 035"	129	38960.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=51207	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4871	"SENATE DISTRICT 041"	48	38750.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=47624	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4832	"SENATE DISTRICT 002"	81	37311.82
s=NC&c-exi=1&c-r-ot=S&c-r-id=48576	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4858	"SENATE DISTRICT 028"	318	37139.11
s=NC&c-exi=1&c-r-ot=S&c-r-id=12784	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4871	"SENATE DISTRICT 041"	55	36732.77
s=NC&c-exi=1&c-r-ot=S&c-r-id=36329	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4848	"SENATE DISTRICT 018"	293	36554.98
s=NC&c-exi=1&c-r-ot=S&c-r-id=70724	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4876	"SENATE DISTRICT 046"	75	36332.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=53237	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	57	36100.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=27025	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	86	36074.50
s=NC&c-exi=1&c-r-ot=S&c-r-id=47629	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4849	"SENATE DISTRICT 019"	67	36054.54
s=NC&c-exi=1&c-r-ot=S&c-r-id=38864	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	100	35732.86
s=NC&c-exi=1&c-r-ot=S&c-r-id=23587	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4843	"SENATE DISTRICT 013"	97	35676.13
s=NC&c-exi=1&c-r-ot=S&c-r-id=23585	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4832	"SENATE DISTRICT 002"	94	35304.90
s=NC&c-exi=1&c-r-ot=S&c-r-id=70793	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4873	"SENATE DISTRICT 043"	77	34767.90
s=NC&c-exi=1&c-r-ot=S&c-r-id=23670	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	175	34023.03
s=NC&c-exi=1&c-r-ot=S&c-r-id=51219	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4834	"SENATE DISTRICT 004"	114	33207.50
s=NC&c-exi=1&c-r-ot=S&c-r-id=4932	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	87	32793.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=7788	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	65	32629.54
s=NC&c-exi=1&c-r-ot=S&c-r-id=31333	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4864	"SENATE DISTRICT 034"	51	32150.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=49644	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	99	31130.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=36332	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	66	31109.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=49612	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	79	29800.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=49638	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4874	"SENATE DISTRICT 044"	103	29595.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70846	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4833	"SENATE DISTRICT 003"	61	29500.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=51197	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	48	29465.75
s=NC&c-exi=1&c-r-ot=S&c-r-id=28349	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4850	"SENATE DISTRICT 020"	141	28912.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=18003	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4854	"SENATE DISTRICT 024"	58	28677.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45557	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4869	"SENATE DISTRICT 039"	59	28550.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70818	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4855	"SENATE DISTRICT 025"	51	27944.20
s=NC&c-exi=1&c-r-ot=S&c-r-id=47630	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4856	"SENATE DISTRICT 026"	75	27755.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=27023	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	44	26389.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=48584	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4861	"SENATE DISTRICT 031"	155	26384.03
s=NC&c-exi=1&c-r-ot=S&c-r-id=53239	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	84	26225.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70700	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4877	"SENATE DISTRICT 047"	115	25028.60
s=NC&c-exi=1&c-r-ot=S&c-r-id=17987	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4871	"SENATE DISTRICT 041"	144	24723.67
s=NC&c-exi=1&c-r-ot=S&c-r-id=4888	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4837	"SENATE DISTRICT 007"	70	24365.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45547	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4856	"SENATE DISTRICT 026"	56	23365.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=28323	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	84	22898.30
s=NC&c-exi=1&c-r-ot=S&c-r-id=70708	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4843	"SENATE DISTRICT 013"	84	22525.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70758	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	3	20907.98
s=NC&c-exi=1&c-r-ot=S&c-r-id=23595	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4849	"SENATE DISTRICT 019"	59	20837.19
s=NC&c-exi=1&c-r-ot=S&c-r-id=70800	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4841	"SENATE DISTRICT 011"	26	20062.66
s=NC&c-exi=1&c-r-ot=S&c-r-id=50450	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	33	18937.52
s=NC&c-exi=1&c-r-ot=S&c-r-id=4933	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4849	"SENATE DISTRICT 019"	50	18907.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70718	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4842	"SENATE DISTRICT 012"	67	18590.59
s=NC&c-exi=1&c-r-ot=S&c-r-id=45565	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4861	"SENATE DISTRICT 031"	38	17607.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=47634	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4869	"SENATE DISTRICT 039"	46	16500.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=1097	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4851	"SENATE DISTRICT 021"	68	16086.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70736	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4870	"SENATE DISTRICT 040"	33	15024.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=4928	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4871	"SENATE DISTRICT 041"	49	14950.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=56076	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4835	"SENATE DISTRICT 005"	28	14442.92
s=NC&c-exi=1&c-r-ot=S&c-r-id=4875	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4837	"SENATE DISTRICT 007"	35	13761.31
s=NC&c-exi=1&c-r-ot=S&c-r-id=51202	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4860	"SENATE DISTRICT 030"	22	13150.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45541	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4872	"SENATE DISTRICT 042"	76	12705.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70742	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4865	"SENATE DISTRICT 035"	13	12415.19
s=NC&c-exi=1&c-r-ot=S&c-r-id=45552	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	38	12400.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=42320	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4868	"SENATE DISTRICT 038"	32	12150.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45544	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4869	"SENATE DISTRICT 039"	37	11625.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=6945	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4871	"SENATE DISTRICT 041"	40	11450.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=61094	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4862	"SENATE DISTRICT 032"	22	11450.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70811	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4858	"SENATE DISTRICT 028"	66	10991.46
s=NC&c-exi=1&c-r-ot=S&c-r-id=10740	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4851	"SENATE DISTRICT 021"	49	10475.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=47625	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4837	"SENATE DISTRICT 007"	24	9207.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=10716	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4874	"SENATE DISTRICT 044"	42	9100.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=47627	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4861	"SENATE DISTRICT 031"	24	7200.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=70747	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4835	"SENATE DISTRICT 005"	11	5800.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45545	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4861	"SENATE DISTRICT 031"	20	5400.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=47632	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4866	"SENATE DISTRICT 036"	14	5032.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=45543	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	14	2967.53
s=NC&c-exi=1&c-r-ot=S&c-r-id=1058	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	12	2259.00
s=NC&c-exi=1&c-r-ot=S&c-r-id=48565	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4863	"SENATE DISTRICT 033"	9	1004.00


